like_sdize_1,comment_sdlize_1,share_sdlize_1,collect_sdlize_1
3.644157743,3.140399525,8.081810324,2.392549912
4.68966703,5.774119974,3.280134928,2.072535109
4.676015992,2.348848267,5.560435235,4.054603935
4.465742426,2.833138095,4.739625222,2.346892427
2.994476342,1.465472894,5.995369956,2.21910139
1.061254308,2.87104085,3.126497678,0.950350736
2.838093162,1.271076123,5.593903778,2.390129751
4.845505004,2.480937236,3.438376058,4.04025661
2.630560544,4.455383965,4.932146933,1.317661788
0.68639784,2.135306584,3.367411452,0.743768793
1.64232028,2.118920764,3.054555361,1.720743478
2.940421127,3.858209628,2.337421295,19.0420127
3.362902211,4.565539158,1.382059245,2.170850099
4.199144811,5.084645133,1.241463596,1.562651586
2.053209581,1.323340042,3.769305816,1.727982257
2.313187155,3.918671421,4.587076522,0.998504352
1.331129872,2.033448512,2.337180951,1.096244147
1.438970311,1.207557496,3.986067311,1.428696192
0.59960042,1.850762987,2.261552963,1.044899824
1.952344947,3.028924336,4.2482714,1.595155548
1.762474473,3.318777693,2.452095916,1.188546717
6.077506873,2.392676119,1.67236263,4.430901057
3.172849008,2.780596281,1.850090325,3.512596295
0.634775542,1.963766594,2.758880394,0.897834318
3.067721175,4.423555178,0.833933972,2.139637613
2.867514904,2.251059356,4.652094353,1.154436549
3.079262242,2.96146557,5.909521497,0.923099501
2.673615424,1.390074299,3.938304108,1.218673929
2.809387423,5.515063226,1.241513765,2.545454194
1.153265121,0.97362038,2.568034095,0.961898054
1.084929382,1.068679974,2.368885412,0.996236129
0.405323547,1.468212135,1.816271766,0.625387083
3.051496257,2.797011876,1.38224242,1.245621287
2.010098764,0.783977581,2.647172744,1.288381091
0.698827944,2.075906744,1.314616969,1.136855107
0.747841308,1.148931789,2.113004948,0.795416992
0.894102001,0.906489131,2.152744613,0.882282339
0.570485963,1.307450461,1.579945536,0.722812148
2.105060851,3.780042019,1.621127268,1.658101452
0.994050748,0.753845932,3.558463095,0.707715984
4.409307248,4.4560787,0.741964898,2.449863242
0.883744575,1.621182852,2.752321092,0.753666493
2.164849309,1.660921693,3.031777477,1.068895237
1.037938726,0.731654112,3.152660217,1.050000613
0.778247553,0.685315289,2.049192339,1.02319434
0.540090905,1.341542099,1.271428477,0.698903557
0.474204492,1.318238703,1.815036209,0.712284988
4.817970973,3.443720816,3.507218399,1.42995511
1.415825526,1.113172787,1.699163366,1.182805617
1.03609129,1.177247202,1.736069068,1.119414751
1.209979243,2.32649765,1.806475981,0.937056127
0.379485547,1.482216007,1.112914335,0.902012623
1.238960195,3.777282928,1.845800294,0.790207676
1.017981644,3.198092303,1.231250125,1.764935844
1.574943687,1.038528476,1.421436061,1.066561897
0.496744404,0.801653623,1.825549527,0.792964272
1.753704186,1.081532571,1.360098066,4.620162025
0.221988088,2.155473748,0.759205527,0.633971602
1.740341041,1.812929706,1.425820596,1.612270322
0.415372196,1.469760401,1.73706078,0.681267852
1.158116785,1.098752074,2.013704202,1.165397819
3.699151966,1.256169095,1.289972332,3.2155676
0.596679726,2.333822142,1.273119055,0.587196284
2.449802695,1.634065223,2.127510783,2.252039462
1.88943069,1.053475203,1.261563856,1.167210226
1.249510792,2.582497564,3.017728996,0.795156526
1.675377973,0.505299532,2.173872754,1.002660953
2.359030715,1.383722437,1.268286499,4.754822847
0.64873088,1.078465813,1.124048349,0.754816884
0.76844503,0.487772361,2.136599535,0.836266713
0.800601752,2.505223185,1.148933329,0.798607698
0.681559601,0.225539681,2.428053307,0.820302329
1.106181981,2.276883648,0.519757153,1.12138995
0.580741955,0.658468745,1.646322596,0.730289687
0.648646601,0.37957235,1.920886923,0.821658922
1.638599304,1.907314415,2.551095647,0.890617244
0.422749261,1.038965167,1.089254411,0.772897552
0.947450909,1.2628584,2.152296593,0.957003467
1.037988697,3.648796657,1.348580201,0.658151511
2.629351544,1.098980344,1.845082761,1.226390228
0.537701247,1.144713755,0.910429999,0.888989333
0.868841278,4.668885948,0.47068139,0.707943891
2.966600719,3.823026264,3.909708957,1.047927739
0.321924902,1.068005089,0.918083685,0.592318778
3.652919825,0.641864579,1.266951771,2.540830926
0.582238848,0.89219744,0.985539962,0.724201299
1.953949986,1.296989737,0.731399078,1.140078371
2.669019582,1.26588546,4.49804175,1.37838288
4.821823962,0.417713301,1.540893069,3.765345803
0.782719586,0.645506975,1.196425853,0.76798126
1.002645017,0.961174699,1.148823658,1.831452299
2.627359416,1.275601825,1.297995869,2.207065699
0.42917986,0.976042027,0.862274779,0.649610403
0.352179743,0.775293393,1.069968522,0.598711043
0.348090323,2.723072225,0.699791454,0.621132808
2.449561044,1.45662991,0.592903525,1.075048742
2.087296527,0.666289475,1.093167592,1.790201027
0.361214055,1.087646239,0.7608016,0.711774909
3.128438198,0.440093692,1.39127867,1.693014722
0.493393363,1.102324997,0.749312904,0.791596827
2.139242518,0.952192768,2.966469132,0.998048537
0.564449912,0.760743658,1.157152875,1.103385251
0.26405026,3.486943257,0.195676043,0.595194755
0.537550588,0.889319253,0.989345805,0.701898914
0.465470751,0.942099261,0.848869161,0.691382607
0.869780286,4.198838188,0.402323238,0.729323793
0.686541786,0.415817667,1.572511193,1.237883282
1.517275641,0.962435147,1.119205292,0.93334449
0.487990526,0.541852516,0.91963659,0.741652508
0.45337329,0.937404838,0.770660388,0.65486313
0.300598465,0.917158276,0.819824822,0.600089342
0.339721297,0.456767331,1.4504839,0.593968395
1.167999113,0.672611564,0.854708597,0.778323923
0.263617675,1.424007141,0.724040572,0.593306378
0.645991425,0.664076248,0.974080434,0.833347325
2.295952375,0.83072332,0.829467766,2.041127274
0.234969365,1.003325262,0.69870057,0.841649673
0.446105118,0.92502863,1.333992696,0.774655696
0.530656079,0.652186355,0.925973049,0.665639903
0.535332471,0.357936318,1.233640735,2.03006833
1.511961559,0.67880463,2.142956995,1.115464353
1.619567059,1.069940422,1.432215391,1.326702123
0.676062789,1.133806416,1.287014696,0.685250808
0.348309599,0.819538087,0.709570905,0.6482104
2.764942306,1.090246533,1.184958157,1.13686596
0.547671583,0.976776461,1.3189035,0.80328523
0.152705137,0.75093797,0.716740402,0.563960564
1.063793134,0.834961203,0.648400918,0.950198798
0.79562255,0.654260636,0.782436098,1.236255371
0.288570367,0.284244787,1.268238664,0.604506408
0.573776592,3.942927597,0.148569705,0.675472487
0.288070657,1.294994855,0.441614883,0.679922112
0.364638189,0.609747973,0.797995482,0.652258472
2.8368685,1.609699875,0.328316992,1.732258237
2.920707933,2.461633528,0.176450824,1.66486271
0.883697587,0.614710366,1.011944013,2.379602591
1.104245791,0.403897999,1.001230019,1.450477645
0.506734133,0.726403901,0.681615116,0.657380967
1.991563246,0.812590737,0.619809266,1.473246697
0.406319984,0.29868535,1.193867235,0.644889461
1.277989052,0.294933781,1.147686105,1.260218225
0.412261314,0.545008598,0.870728835,0.655025922
2.343763451,1.753361144,2.19849989,1.298517552
0.453917005,0.821344398,0.816948856,0.675309696
1.064145914,0.942238208,0.911945569,0.787711545
2.817024039,2.191947335,2.936711927,0.996778766
4.343266446,0.8559025,0.567432851,2.263098406
3.125618938,3.276269837,5.644390106,0.808592221
0.251055558,1.205840508,0.411155312,0.573250511
