like_sdize_1,comment_sdlize_1,share_sdlize_1,collect_sdlize_1
5.130403166,5.980207514,7.513887132,3.144088293
6.534409668,3.960723587,5.282396515,4.498994575
3.484921645,1.493760968,6.507885598,3.241722252
2.477174896,1.578822459,4.875405047,1.363137739
4.965830354,3.029675162,2.444635431,2.750588673
1.448560029,1.645120914,4.759451257,1.204204701
2.491519647,1.042874077,5.857398415,2.328819092
1.390161371,2.86066433,3.694588353,1.174025378
2.609067333,3.14218163,2.259260324,1.425633731
5.238013004,2.283261475,2.696602004,3.310031825
0.595920251,5.685165042,1.881712392,0.639289944
1.317959558,3.361902888,1.619618177,1.001983286
0.578944671,1.589082934,3.385251282,0.567959589
0.600203102,1.258595184,3.382998618,0.751286867
2.924871218,2.668872372,5.720974356,1.227345032
1.248400677,1.225481833,3.255746455,0.96921065
2.011542341,1.238737936,3.15284363,1.529679727
2.279181931,1.669659952,3.504539669,1.703403198
1.682336204,1.874546572,2.506913185,5.25681192
2.152651,1.725949062,2.135303033,1.831301974
1.767115771,2.055504041,1.707993187,2.765265115
2.424673289,1.050569433,3.35175809,1.585963168
1.478254057,2.982462626,4.858552127,0.755305077
2.581468589,1.75244333,4.438663921,3.090626149
2.387160902,1.239957713,2.072286853,1.130167041
1.085980637,0.926044576,2.557815452,2.142983995
4.228102894,1.994981589,1.2138839,7.496436893
0.798769433,3.461637576,2.2782257,0.53105475
0.956858211,2.990552616,3.227716675,0.87228914
2.755883939,1.76300875,1.984563807,1.709273775
0.488649289,2.078285166,1.420493406,0.628688709
1.002372009,2.311388092,1.971603978,0.794974216
0.783857367,13.91379699,0.178819725,0.763882958
3.121345291,3.351947357,5.928364349,2.034634809
2.371067308,5.241542997,3.175970827,1.055217447
1.896068759,1.352805001,1.547705843,1.709074289
1.578140846,0.828013988,2.420587539,14.62357337
2.221510949,1.507250264,2.327735242,1.189585256
5.259130741,2.433616899,5.934299792,2.193197373
0.286217651,2.853327731,0.708574386,0.646072455
0.918754304,1.619810546,2.133926664,0.77314479
1.910295508,0.957202697,1.849639968,1.58733107
2.616183733,1.865685252,0.997667857,1.413807084
0.747408507,0.774343811,2.239248066,1.060660554
1.566367924,0.855118145,2.236252303,1.140426301
9.102961245,5.078684862,3.593470835,3.632685555
1.968511113,1.153227998,1.416329248,1.364021175
0.212044607,1.237374656,1.310119867,0.568985515
2.867507342,2.297809107,0.735779279,2.833147219
3.13827246,2.300535667,1.111527884,2.017792524
1.323071445,1.262182763,1.234118153,1.297421478
1.733609385,1.095629422,1.322462785,1.362995249
2.50239243,1.751133864,0.820700516,1.934350542
2.935494382,1.374456038,3.224120357,1.667552784
0.641801669,1.859191735,1.408531385,0.482779232
1.763997807,2.577622308,3.479533694,1.165134019
1.061740399,0.860248383,1.463941317,1.224951205
1.49416006,1.346993123,4.598093664,0.79297936
1.199637298,1.178610117,1.385759379,0.959977316
0.3159495,1.22822633,1.017016467,0.459866884
1.274784611,0.804694727,1.491704703,4.488307846
0.665825572,1.536112335,0.80449255,0.656930172
0.500519033,1.855711783,2.066211203,0.462403202
1.5806567,0.828480374,1.413256371,0.980068367
1.59656724,0.773698047,1.467902174,1.491292996
0.876285853,4.840075003,0.44914411,0.644847043
1.487447587,0.956359616,1.187048219,1.731416678
0.250954858,1.124043045,1.023800164,0.516805778
0.497916948,0.706987021,1.557328739,0.541114525
2.49781155,0.626750823,1.682251123,1.692289
0.965558555,0.772227139,1.684422,1.221046987
1.200003406,0.569241937,1.807428217,0.827262387
1.15754857,0.985203749,1.04428679,0.832620001
1.917628245,1.778668531,2.077811022,1.088417552
0.641664001,1.872627217,0.765180754,0.594918644
4.24700432,1.552202625,1.147460683,1.761083038
0.423265847,1.725034229,1.358014687,0.732136248
0.599812789,0.725660368,1.345804967,0.649235727
2.55331917,1.146931797,0.857801709,1.761852483
1.159537955,0.520522618,1.836051542,1.569890327
0.648079956,0.742539926,1.400439085,0.964964456
0.771851467,0.849557398,1.470531061,0.872517123
0.301341514,1.162089317,0.800188185,0.474286844
0.241900509,0.876087543,1.048937,0.479359479
1.557180445,0.809053635,1.594474331,1.972395298
1.212154538,0.802578055,1.140625576,1.519619953
3.300818066,1.777771636,2.026682086,1.468808118
0.804076476,0.761912851,1.186048074,2.87569465
0.326185377,0.971517136,1.098617127,0.506916991
2.936945196,1.36975631,0.725235689,1.427144123
1.751777084,0.810111971,1.047074579,1.196567252
0.368794522,0.686430195,1.579960537,0.585058355
1.971688078,1.837738014,0.469822353,2.171709923
1.211205987,0.932107584,1.823890893,1.629963995
2.861236619,1.522228405,0.550144789,2.851100924
0.948024737,0.539716164,1.518647876,0.986964869
2.172277076,0.684403213,1.16898017,1.644896918
0.611066807,0.713875172,1.116456171,0.504608658
0.662526068,1.446404929,1.177782852,0.597312472
0.982761062,0.734790756,2.512208348,0.644562064
0.204318532,1.09989864,0.846954336,0.531596211
0.488364875,0.895496344,1.400069873,0.554024094
0.359405835,1.375837256,0.56376593,0.465708963
2.368601379,1.201552683,0.643174682,2.118475762
0.287777389,1.268855659,0.607040919,0.468188284
0.730454107,1.409327303,1.1018676,0.612644366
0.945398446,0.486817316,1.593537279,0.945699845
0.767163175,0.629872017,1.736691288,1.117114982
0.235257628,1.749340075,0.434179315,0.607885209
0.56214458,1.131146451,1.336002138,0.715493448
0.840505669,0.501616078,1.514175263,0.797994998
