like_sdize_1,comment_sdlize_1,share_sdlize_1,collect_sdlize_1
6.977051014,4.405431209,11.77004455,4.520715877
1.439603417,6.941971222,4.309709516,1.441064222
11.45695529,7.563401353,2.34297171,4.321095359
2.478595816,2.652052045,6.588623908,1.772259766
2.661846645,4.13430697,7.465460374,0.934333254
1.66759562,4.371946784,2.128390579,1.400420628
3.635300332,3.444722281,4.784402006,2.045385742
6.817528152,5.693656699,9.32702782,1.444381025
2.321525147,2.734838253,2.487386105,1.258563512
2.931692464,7.164007105,9.805884168,0.711214463
1.142860644,2.453659201,2.120966664,0.981738024
8.008036918,2.508249247,2.022012319,6.274437231
0.53043491,2.559282166,2.134685276,0.757037373
1.002641513,3.366536624,3.393709825,0.61882874
0.823017529,4.896789053,2.167558058,1.236647097
0.743024597,4.804825456,1.981664584,0.929102911
1.192561278,1.102685985,2.572487862,1.148113969
1.034816684,2.267502875,1.63028224,0.889556413
2.377724949,3.70512771,1.349898128,1.012176071
1.854848839,1.713349877,2.822580869,1.030877737
1.259262638,6.31162456,3.88090452,1.234835613
1.499462645,1.946934567,2.278672227,0.760405204
2.2613281,2.013950844,1.599344653,1.285353075
2.265244749,2.154670798,1.749749643,1.96506808
5.296854768,3.495992342,2.109974336,1.558836245
4.359359146,4.308795918,3.14256841,1.227666215
1.300176533,0.669759885,2.701527033,10.68144796
1.309638911,0.952978356,1.977621943,1.247133298
0.613070379,1.89960106,1.2602795,0.728819033
4.752966966,2.219125944,3.360488283,1.461628401
1.990772346,0.822360644,2.122908238,1.561923423
2.501936234,1.870954329,1.231060195,2.205893497
0.518734692,2.474598823,1.044505353,0.759945954
1.662001876,0.958266619,1.762843039,4.21000797
2.026745843,0.917288513,1.741181624,1.526816339
0.67219395,2.492763886,1.318033349,0.850469164
0.501480171,1.380450195,1.337028024,0.654369561
1.5772366,0.64699427,2.050166204,0.932317658
2.390671841,2.245875541,2.296227202,1.166126761
1.780031234,0.942212118,1.980071771,0.974313488
3.837949207,1.848971282,1.037153742,2.060898175
2.093387185,1.387517021,2.691880834,1.156661116
2.420243915,1.875080596,1.96231477,1.106985611
1.040878574,1.68676628,1.111941553,0.951325491
1.56074003,4.263193547,0.893883451,0.791276986
0.75444187,0.910340258,1.594374819,0.699273972
1.073014304,2.157967069,1.035042041,0.773136625
0.57758732,0.876357835,1.539164368,0.688073383
0.32763856,0.825443487,1.481406266,0.592421885
1.409165359,2.486693056,1.102797229,0.856362868
0.575827915,1.136099267,1.177229899,0.569586971
0.799533067,0.824068065,1.53501965,0.779208926
0.585204551,2.553590762,0.75900042,1.065372489
1.1084785,0.631414053,1.698660517,0.751373294
0.424080047,1.211225795,1.071653363,0.627452428
1.979994701,1.584842727,0.947803064,1.513013335
0.778577964,2.287825928,1.155004939,0.618088838
0.412443278,0.773651715,1.382473187,1.097953701
0.512393287,2.201767163,0.776491598,0.740631955
0.604461982,1.431032545,0.966010902,0.632555202
0.868379667,1.084544636,1.147004719,0.831563387
1.700002291,1.990829517,3.517262401,0.702871427
1.969352527,1.250757336,1.204567175,2.552065683
0.936766696,2.952629297,0.763045188,0.897899448
0.512561339,1.222063176,1.0174658,0.693354754
0.801448521,0.851268231,1.320162062,0.803702241
0.931106075,1.634974507,0.83461122,0.969950616
1.105772514,1.090354611,1.373979599,1.877683076
1.599342347,1.548749742,2.787183829,3.438698172
0.693438857,1.426716564,0.891165673,0.790613625
0.62965612,1.428091986,0.866071947,0.611353176
1.017181473,1.156896605,0.949970056,1.017993233
1.065143279,1.550196307,0.975306213,1.541716439
0.608551828,0.765778606,1.209239286,0.733539099
1.382340427,0.765209466,1.535551297,1.043124395
1.510022508,0.780671112,1.465707801,1.299360189
0.651255995,0.707204578,1.226468894,1.022177508
0.399702164,1.834695345,1.370417566,0.579103645
1.671467684,1.549793166,0.799611851,2.290063754
0.959085081,3.714399955,0.560366564,1.093488774
0.647906951,1.339234947,0.836527274,0.706366827
3.270328294,2.226074199,0.670253693,1.366181014
0.537988693,0.708888284,1.129560326,0.767447032
0.815172227,0.893716616,0.948287926,0.796507329
0.918152323,1.050064216,1.346242525,0.829598819
0.471668022,1.66414295,1.747176472,0.550910819
0.859930748,1.552378012,0.920550852,0.872538661
1.098932096,0.812898685,1.018025092,0.804722795
0.624120681,1.570424504,0.693482402,0.65403788
0.867187867,3.476570427,0.522273012,0.853071579
0.980465459,0.831395747,1.513326336,1.049936598
0.743247524,0.456308535,1.292865192,0.679194556
0.507735835,0.531458777,1.150426397,1.052972749
1.239375869,1.519865869,1.147483201,1.177914169
0.526885232,1.468002954,0.686313677,1.009828795
0.605411992,1.305157668,0.719824435,1.872911982
3.265864617,1.647377024,0.761331159,0.955305655
0.823398219,0.946883812,1.068301861,0.695268294
0.823019244,1.207052099,0.716938656,0.657686364
0.736813518,0.904743711,1.102899305,0.686083301
0.982375768,1.31900675,1.343246164,0.763058646
0.4705894,0.604095316,1.024708955,0.663503526
0.382821474,1.238212533,0.702803233,0.569306319
1.56755301,1.519391585,0.641731908,4.651091751
2.833925421,1.607821769,0.717865848,2.675297674
1.139701946,0.974795403,0.768570061,1.950321063
0.444484693,0.792125062,0.847545121,0.610332621
0.663947379,1.042191108,0.742125952,0.674397949
0.579446185,0.790702211,1.134264336,0.681516318
0.868048707,0.697956047,0.932723436,1.021207981
0.998892916,1.097587436,0.723779887,0.725221577
0.474763273,0.949705799,0.979155336,0.627835136
0.564988536,0.357918396,1.399692162,0.905604637
1.87233486,0.922031349,1.070356144,1.248281422
0.52885556,0.845885112,0.824303652,0.57412844
0.925644372,0.641279153,0.98454836,0.747137991
1.471324161,0.550311552,1.552455537,1.055243483
0.36655126,0.72973305,0.834109345,0.559049743
1.092153412,2.328638035,0.607157857,0.74185662
0.627526314,1.220023756,0.869091701,0.617833699
1.127242062,0.53572733,0.969466606,0.869528025
1.123454024,1.372411088,0.769814115,0.944334691
0.740198573,2.587596899,1.070996247,0.653935825
2.795895854,1.840932175,0.557093747,3.246093969
0.485539203,0.754490656,0.832665392,0.632886882
1.159722471,1.865428924,0.560341045,1.632239649
0.882480633,4.199117828,0.805493991,0.581961198
0.733546786,0.504732894,1.686100895,0.628115789
5.310840841,1.390931863,2.227466139,1.271371474
0.568219258,0.769169734,1.482044242,0.716878542
0.572093036,1.304493671,0.905426566,0.959260305
0.371419634,0.554674961,0.939035146,0.551216985
1.816366559,0.53254963,1.067759582,0.707540465
0.416488538,0.977261678,0.678526116,0.934894559
0.412729653,1.01952035,0.668769335,0.734253487
0.990222785,1.025567466,0.838196645,0.837406063
0.464781304,1.074964107,0.68776401,0.636816018
2.318846598,0.953357783,0.680416652,1.79892176
